"date","difficulty","median_sec","vs_weekday"
"2021-08-18","Very Easy",587,-29
"2021-08-19","Hard",1560,14
"2021-08-20","Hard",1417,3
"2021-08-21","Easy",1416,-18
"2021-08-22","Hard",2357,5
"2021-08-23","Hard",569,16
"2021-08-24","Average",643,0
"2021-08-25","Average",755,-10
"2021-08-26","Very Hard",1834,28
"2021-08-27","Very Easy",926,-32
"2021-08-28","Hard",1869,6
"2021-08-29","Hard",2393,3
"2021-08-30","Hard",565,12
"2021-08-31","Average",609,-5
"2021-09-01","Average",829,-3
"2021-09-02","Hard",1463,5
"2021-09-03","Hard",1537,13
"2021-09-04","Hard",2020,11
"2021-09-05","Very Hard",3120,28
"2021-09-06","Average",466,-8
"2021-09-07","Very Easy",458,-29
"2021-09-08","Easy",658,-20
"2021-09-09","Average",1459,-2
"2021-09-10","Hard",1401,2
"2021-09-11","Hard",2043,4
"2021-09-12","Easy",1769,-25
"2021-09-13","Easy",386,-21
"2021-09-14","Hard",718,11
"2021-09-15","Average",719,-12
"2021-09-16","Very Easy",822,-43
"2021-09-17","Average",1161,-16
"2021-09-18","Average",1656,-9
"2021-09-19","Hard",2579,7
"2021-09-20","Average",413,-16
"2021-09-21","Hard",692,7
"2021-09-22","Very Easy",544,-36
"2021-09-23","Average",1356,0
"2021-09-24","Average",1229,-14
"2021-09-25","Average",1764,-4
"2021-09-26","Average",2097,-12
"2021-09-27","Average",416,-13
"2021-09-28","Very Hard",772,18
"2021-09-29","Very Hard",994,21
"2021-09-30","Easy",1067,-22
"2021-10-01","Average",1213,-14
"2021-10-02","Easy",1458,-18
"2021-10-03","Hard",2988,10
"2021-10-04","Average",410,-16
"2021-10-05","Easy",497,-25
"2021-10-06","Very Hard",1274,49
"2021-10-07","Hard",1517,7
"2021-10-08","Very Easy",892,-35
"2021-10-09","Very Easy",1271,-28
"2021-10-10","Hard",2788,8
"2021-10-11","Easy",404,-17
"2021-10-12","Average",554,-16
"2021-10-13","Hard",881,4
"2021-10-14","Very Easy",922,-33
"2021-10-15","Average",1143,-15
"2021-10-16","Average",1481,-14
"2021-10-17","Easy",1851,-26
"2021-10-18","Average",488,-2
"2021-10-19","Average",582,-12
"2021-10-20","Hard",980,10
"2021-10-21","Very Easy",987,-28
"2021-10-22","Easy",1088,-19
"2021-10-23","Hard",1836,5
"2021-10-24","Easy",1935,-21
"2021-10-25","Hard",516,5
"2021-10-26","Easy",540,-18
"2021-10-27","Very Easy",537,-39
"2021-10-28","Easy",997,-26
"2021-10-29","Very Easy",851,-35
"2021-10-30","Easy",1348,-23
"2021-10-31","Hard",2851,9
"2021-11-01","Average",433,-13
"2021-11-02","Easy",523,-18
"2021-11-03","Easy",693,-20
"2021-11-04","Average",1165,-10
"2021-11-05","Average",1217,-3
"2021-11-06","Average",1511,-15
"2021-11-07","Average",2276,-10
"2021-11-08","Easy",364,-25
"2021-11-09","Average",596,-5
"2021-11-10","Average",772,-11
"2021-11-11","Very Hard",1826,32
"2021-11-12","Very Hard",1707,24
"2021-11-13","Very Easy",1213,-29
"2021-11-14","Very Easy",1741,-30
"2021-11-15","Average",469,1
"2021-11-16","Average",604,-6
"2021-11-17","Average",820,-4
"2021-11-18","Very Easy",728,-46
"2021-11-19","Very Easy",954,-29
"2021-11-20","Easy",1352,-20
"2021-11-21","Average",2196,-9
"2021-11-22","Average",427,-8
"2021-11-23","Very Easy",455,-31
"2021-11-24","Very Hard",1076,21
"2021-11-25","Average",1156,-10
"2021-11-26","Hard",1414,7
"2021-11-27","Average",1462,-11
"2021-11-28","Average",2321,-4
"2021-11-29","Average",432,-8
"2021-11-30","Average",568,-9
"2021-12-01","Average",801,-12
"2021-12-02","Hard",1346,3
"2021-12-03","Very Hard",1610,21
"2021-12-04","Average",1344,-14
"2021-12-05","Very Easy",1568,-34
"2021-12-06","Average",423,-10
"2021-12-07","Very Easy",422,-31
"2021-12-08","Easy",729,-23
"2021-12-09","Easy",952,-24
"2021-12-10","Very Hard",2062,44
"2021-12-11","Easy",1207,-20
"2021-12-12","Hard",2564,7
"2021-12-13","Easy",365,-23
"2021-12-14","Easy",444,-22
"2021-12-15","Easy",696,-24
"2021-12-16","Hard",1472,14
"2021-12-17","Easy",1049,-23
"2021-12-18","Very Hard",1976,26
"2021-12-19","Average",2170,-7
"2021-12-20","Hard",506,8
"2021-12-21","Hard",600,3
"2021-12-22","Hard",1023,13
"2021-12-23","Easy",1012,-20
"2021-12-24","Hard",1568,8
"2021-12-25","Hard",1756,5
"2021-12-26","Very Hard",2969,25
"2021-12-27","Easy",388,-20
"2021-12-28","Hard",675,10
"2021-12-29","Average",846,-6
"2021-12-30","Easy",917,-26
"2021-12-31","Hard",1572,5
"2022-01-01","Very Hard",2057,22
"2022-01-02","Average",2232,-8
"2022-01-03","Average",417,-10
"2022-01-04","Very Hard",729,19
"2022-01-05","Average",736,-16
"2022-01-06","Easy",1022,-17
"2022-01-07","Very Easy",1090,-28
"2022-01-08","Hard",1805,7
"2022-01-09","Hard",2825,11
"2022-01-10","Average",373,-16
"2022-01-11","Average",557,-12
"2022-01-12","Very Easy",601,-32
"2022-01-13","Average",1161,-7
"2022-01-14","Average",1320,-11
"2022-01-15","Easy",1248,-26
"2022-01-16","Average",2373,-7
"2022-01-17","Hard",467,3
"2022-01-18","Average",629,1
"2022-01-19","Very Easy",613,-32
"2022-01-20","Very Easy",749,-40
"2022-01-21","Hard",1710,8
"2022-01-22","Very Easy",949,-41
"2022-01-23","Easy",1953,-20
"2022-01-24","Average",413,-10
"2022-01-25","Hard",636,1
"2022-01-26","Very Easy",530,-37
"2022-01-27","Very Hard",1604,30
"2022-01-28","Easy",1127,-26
"2022-01-29","Average",1607,-3
"2022-01-30","Average",2453,0
"2022-01-31","Average",425,-5
"2022-02-01","Average",572,-10
"2022-02-02","Average",704,-15
"2022-02-03","Hard",1318,7
"2022-02-04","Easy",1200,-23
"2022-02-05","Hard",2047,17
"2022-02-06","Average",2516,1
"2022-02-07","Average",389,-12
"2022-02-08","Easy",470,-25
"2022-02-09","Average",704,-13
"2022-02-10","Hard",1382,9
"2022-02-11","Hard",1633,7
"2022-02-12","Average",1693,-3
"2022-02-13","Very Easy",1595,-37
"2022-02-14","Easy",346,-22
"2022-02-15","Easy",505,-18
"2022-02-16","Hard",934,16
"2022-02-17","Average",1084,-13
"2022-02-18","Very Easy",1011,-32
"2022-02-19","Average",1484,-13
"2022-02-20","Hard",2807,8
"2022-02-21","Very Hard",702,49
"2022-02-22","Very Hard",810,24
"2022-02-23","Easy",660,-17
"2022-02-24","Easy",1020,-18
"2022-02-25","Hard",1560,8
"2022-02-26","Very Easy",1249,-28
"2022-02-27","Easy",2037,-18
"2022-02-28","Average",473,-1
"2022-03-01","Very Easy",465,-29
"2022-03-02","Hard",798,2
"2022-03-03","Hard",1309,3
"2022-03-04","Average",1374,-7
"2022-03-05","Average",1603,-5
"2022-03-06","Average",2255,-10
"2022-03-07","Easy",370,-20
"2022-03-08","Very Easy",423,-34
"2022-03-09","Hard",893,10
"2022-03-10","Hard",1497,16
"2022-03-11","Easy",1129,-20
"2022-03-12","Hard",1723,2
"2022-03-13","Hard",2821,16
"2022-03-14","Easy",378,-19
"2022-03-15","Average",544,-13
"2022-03-16","Average",751,-2
"2022-03-17","Average",1167,-10
"2022-03-18","Average",1229,-10
"2022-03-19","Hard",1925,16
"2022-03-20","Hard",2793,13
"2022-03-21","Average",481,0
"2022-03-22","Average",542,-10
"2022-03-23","Very Hard",1010,26
"2022-03-24","Very Easy",899,-30
"2022-03-25","Hard",1447,1
"2022-03-26","Very Hard",2179,22
"2022-03-27","Average",2322,-8
"2022-03-28","Very Easy",311,-34
"2022-03-29","Easy",488,-19
"2022-03-30","Average",679,-16
"2022-03-31","Hard",1475,14
"2022-04-01","Very Easy",1011,-29
"2022-04-02","Very Hard",2643,44
"2022-04-03","Average",2413,-1
"2022-04-04","Easy",368,-19
"2022-04-05","Very Hard",813,31
"2022-04-06","Hard",897,10
"2022-04-07","Average",1255,-7
"2022-04-08","Very Hard",1848,30
"2022-04-09","Hard",2123,8
"2022-04-10","Average",2377,-6
"2022-04-11","Average",392,-13
"2022-04-12","Average",556,-7
"2022-04-13","Average",775,-7
"2022-04-14","Average",1285,-5
"2022-04-15","Average",1196,-16
"2022-04-16","Hard",2132,9
"2022-04-17","Average",2458,-3
"2022-04-18","Average",445,-1
"2022-04-19","Easy",457,-24
"2022-04-20","Average",776,-12
"2022-04-21","Average",1265,-2
"2022-04-22","Hard",1454,1
"2022-04-23","Easy",1477,-21
"2022-04-24","Hard",2913,15
"2022-04-25","Easy",347,-24
"2022-04-26","Easy",463,-22
"2022-04-27","Easy",739,-17
"2022-04-28","Average",1106,-14
"2022-04-29","Average",1400,-2
"2022-04-30","Hard",2136,9
"2022-05-01","Very Hard",66,35
"2022-05-02","Average",389,-14
"2022-05-03","Very Hard",771,27
"2022-05-04","Easy",657,-22
"2022-05-05","Very Easy",918,-28
"2022-05-06","Average",1431,-5
"2022-05-07","Easy",1458,-25
"2022-05-08","Very Easy",1538,-43
"2022-05-09","Hard",454,6
"2022-05-10","Very Easy",434,-28
"2022-05-11","Average",740,-14
"2022-05-12","Easy",1067,-17
"2022-05-13","Average",1373,-5
"2022-05-14","Very Easy",948,-53
"2022-05-15","Average",2431,-7
"2022-05-16","Easy",342,-18
"2022-05-17","Very Hard",739,23
"2022-05-18","Average",758,-10
"2022-05-19","Average",1066,-15
"2022-05-20","Average",1254,-15
"2022-05-21","Very Easy",1337,-31
"2022-05-22","Easy",2005,-24
"2022-05-23","Hard",425,3
"2022-05-24","Average",568,-8
"2022-05-25","Average",735,-12
"2022-05-26","Easy",980,-20
"2022-05-27","Average",1250,-14
"2022-05-28","Easy",1631,-17
"2022-05-29","Easy",2013,-22
"2022-05-30","Easy",350,-17
"2022-05-31","Hard",655,5
"2022-06-01","Hard",924,7
"2022-06-02","Average",1030,-14
"2022-06-03","Very Easy",1056,-27
"2022-06-04","Very Easy",1362,-29
"2022-06-05","Very Easy",1746,-30
"2022-06-06","Average",401,-3
"2022-06-07","Average",596,-7
"2022-06-08","Very Hard",1257,45
"2022-06-09","Very Hard",1499,20
"2022-06-10","Average",1401,0
"2022-06-11","Average",1665,-8
"2022-06-12","Easy",1866,-25
"2022-06-13","Average",365,-12
"2022-06-14","Easy",468,-27
"2022-06-15","Average",840,-5
"2022-06-16","Easy",1019,-17
"2022-06-17","Easy",1185,-19
"2022-06-18","Easy",1399,-19
"2022-06-19","Easy",1912,-23
"2022-06-20","Average",412,-2
"2022-06-21","Average",567,-6
"2022-06-22","Very Easy",607,-31
"2022-06-23","Average",1142,-6
"2022-06-24","Average",1193,-14
"2022-06-25","Very Easy",1171,-29
"2022-06-26","Average",2050,-14
"2022-06-27","Average",353,-16
"2022-06-28","Average",546,-12
"2022-06-29","Average",744,-12
"2022-06-30","Hard",1379,13
"2022-07-01","Average",1365,-1
"2022-07-02","Average",1342,-14
"2022-07-03","Average",2167,-9
"2022-07-04","Hard",477,14
"2022-07-05","Average",545,-12
"2022-07-06","Hard",919,6
"2022-07-07","Easy",943,-22
"2022-07-08","Hard",1629,14
"2022-07-09","Very Hard",2830,71
"2022-07-10","Average",2283,0
"2022-07-11","Easy",311,-26
"2022-07-12","Average",564,-10
"2022-07-13","Average",747,-15
"2022-07-14","Hard",1268,4
"2022-07-15","Easy",1118,-19
"2022-07-16","Very Hard",1962,17
"2022-07-17","Very Hard",3090,35
"2022-07-18","Hard",433,4
"2022-07-19","Hard",632,2
"2022-07-20","Very Hard",1089,23
"2022-07-21","Easy",1000,-17
"2022-07-22","Average",1297,-5
"2022-07-23","Average",1654,-2
"2022-07-24","Average",2007,-11
"2022-07-25","Average",404,-2
"2022-07-26","Easy",498,-19
"2022-07-27","Very Easy",572,-37
"2022-07-28","Average",1060,-14
"2022-07-29","Average",1207,-12
"2022-07-30","Hard",1773,3
"2022-07-31","Hard",2447,8
"2022-08-01","Average",352,-16
"2022-08-02","Average",565,-7
"2022-08-03","Hard",1011,9
"2022-08-04","Average",1212,-1
"2022-08-05","Very Hard",1742,23
"2022-08-06","Very Hard",2449,32
"2022-08-07","Average",1980,-14
"2022-08-08","Average",352,-15
"2022-08-09","Very Hard",746,22
"2022-08-10","Very Easy",591,-36
"2022-08-11","Average",1080,-11
"2022-08-12","Very Easy",864,-39
"2022-08-13","Average",1730,-9
"2022-08-14","Hard",2315,3
"2022-08-15","Average",357,-13
"2022-08-16","Average",581,-8
"2022-08-17","Very Easy",601,-33
"2022-08-18","Very Hard",1542,19
"2022-08-19","Hard",1485,9
"2022-08-20","Average",1866,0
"2022-08-21","Average",2097,-9
"2022-08-22","Hard",443,7
"2022-08-23","Hard",666,7
"2022-08-24","Hard",855,2
"2022-08-25","Very Easy",796,-35
"2022-08-26","Very Easy",830,-40
"2022-08-27","Very Easy",1313,-31
"2022-08-28","Easy",1743,-25
"2022-08-29","Average",395,-2
"2022-08-30","Hard",688,6
"2022-08-31","Easy",666,-20
"2022-09-01","Hard",1285,2
"2022-09-02","Easy",1023,-26
"2022-09-03","Very Easy",944,-50
"2022-09-04","Easy",1936,-19
"2022-09-05","Hard",432,2
"2022-09-06","Average",616,-4
"2022-09-07","Average",759,-10
"2022-09-08","Average",1210,-4
"2022-09-09","Easy",1055,-23
"2022-09-10","Hard",2143,11
"2022-09-11","Hard",2420,4
"2022-09-12","Average",384,-9
"2022-09-13","Easy",483,-25
"2022-09-14","Hard",964,12
"2022-09-15","Very Hard",1728,33
"2022-09-16","Average",1134,-13
"2022-09-17","Average",1934,-2
"2022-09-18","Very Easy",1531,-35
"2022-09-19","Average",365,-11
"2022-09-20","Easy",494,-22
"2022-09-21","Very Easy",527,-37
"2022-09-22","Very Easy",801,-38
"2022-09-23","Average",1283,1
"2022-09-24","Easy",1458,-22
"2022-09-25","Hard",2790,16
"2022-09-26","Easy",324,-22
"2022-09-27","Average",536,-16
"2022-09-28","Hard",994,16
"2022-09-29","Average",1224,-2
"2022-09-30","Easy",986,-22
"2022-10-01","Easy",1415,-21
"2022-10-02","Easy",1801,-20
"2022-10-03","Average",404,-1
"2022-10-04","Average",623,-3
"2022-10-05","Average",825,0
"2022-10-06","Very Hard",1888,41
"2022-10-07","Very Hard",1705,33
"2022-10-08","Hard",1837,4
"2022-10-09","Very Easy",1584,-27
"2022-10-10","Average",376,-6
"2022-10-11","Average",559,-13
"2022-10-12","Easy",695,-17
"2022-10-13","Very Hard",1693,24
"2022-10-14","Easy",1057,-18
"2022-10-15","Easy",1445,-19
"2022-10-16","Hard",2463,12
"2022-10-17","Average",387,-4
"2022-10-18","Average",646,0
"2022-10-19","Hard",910,9
"2022-10-20","Very Easy",851,-38
"2022-10-21","Easy",929,-24
"2022-10-22","Hard",1809,4
"2022-10-23","Hard",2313,5
"2022-10-24","Hard",430,1
"2022-10-25","Average",520,-15
"2022-10-26","Hard",888,6
"2022-10-27","Average",1120,-16
"2022-10-28","Average",1197,-4
"2022-10-29","Easy",1300,-25
"2022-10-30","Easy",1641,-24
"2022-10-31","Average",355,-15
"2022-11-01","Average",597,-3
"2022-11-02","Average",844,-1
"2022-11-03","Average",1222,-7
"2022-11-04","Average",1124,-11
"2022-11-05","Easy",1387,-17
"2022-11-06","Hard",2359,8
"2022-11-07","Very Hard",493,18
"2022-11-08","Average",604,0
"2022-11-09","Very Easy",557,-36
"2022-11-10","Very Easy",666,-52
"2022-11-11","Hard",1393,8
"2022-11-12","Very Easy",764,-55
"2022-11-13","Hard",2329,3
"2022-11-14","Average",359,-14
"2022-11-15","Easy",457,-25
"2022-11-16","Easy",695,-18
"2022-11-17","Easy",1084,-17
"2022-11-18","Easy",970,-25
"2022-11-19","Very Easy",1175,-28
"2022-11-20","Easy",1777,-21
"2022-11-21","Hard",429,3
"2022-11-22","Very Hard",719,20
"2022-11-23","Average",733,-11
"2022-11-24","Easy",1082,-18
"2022-11-25","Very Easy",887,-31
"2022-11-26","Very Easy",1099,-30
"2022-11-27","Very Hard",2606,17
"2022-11-28","Hard",480,11
"2022-11-29","Average",545,-10
"2022-11-30","Very Easy",442,-47
"2022-12-01","Hard",1338,3
"2022-12-02","Average",1134,-10
"2022-12-03","Easy",1198,-19
"2022-12-04","Easy",1865,-18
"2022-12-05","Average",400,-7
"2022-12-06","Hard",749,17
"2022-12-07","Easy",665,-17
"2022-12-08","Very Easy",871,-31
"2022-12-09","Hard",1348,7
"2022-12-10","Average",1399,-4
"2022-12-11","Hard",2232,2
"2022-12-12","Average",372,-14
"2022-12-13","Average",553,-15
"2022-12-14","Average",807,1
"2022-12-15","Hard",1310,3
"2022-12-16","Very Hard",1840,41
"2022-12-17","Hard",1507,3
"2022-12-18","Average",2236,-1
"2022-12-19","Hard",474,8
"2022-12-20","Average",638,0
"2022-12-21","Average",782,-3
"2022-12-22","Easy",967,-22
"2022-12-23","Easy",979,-23
"2022-12-24","Average",1444,0
"2022-12-25","Average",2233,-3
"2022-12-26","Average",447,-1
"2022-12-27","Easy",514,-19
"2022-12-28","Average",698,-11
"2022-12-29","Average",1045,-9
"2022-12-30","Hard",1470,13
"2022-12-31","Average",1313,-8
"2023-01-01","Very Easy",1552,-31
"2023-01-02","Easy",337,-25
"2023-01-03","Very Easy",441,-30
"2023-01-04","Average",662,-13
"2023-01-05","Very Hard",1619,32
"2023-01-06","Average",1236,-6
"2023-01-07","Average",1200,-14
"2023-01-08","Hard",2464,8
"2023-01-09","Average",394,-12
"2023-01-10","Very Easy",415,-33
"2023-01-11","Hard",871,12
"2023-01-12","Easy",927,-24
"2023-01-13","Hard",1474,8
"2023-01-14","Very Easy",874,-36
"2023-01-15","Average",2153,-8
"2023-01-16","Average",429,-4
"2023-01-17","Easy",475,-22
"2023-01-18","Average",640,-16
"2023-01-19","Hard",1261,5
"2023-01-20","Easy",1093,-20
"2023-01-21","Average",1081,-16
"2023-01-22","Average",2037,-10
"2023-01-23","Easy",360,-18
"2023-01-24","Average",540,-8
"2023-01-25","Average",721,-5
"2023-01-26","Very Hard",1675,34
"2023-01-27","Average",1294,-4
"2023-01-28","Hard",1503,12
"2023-01-29","Average",2272,1
"2023-01-30","Very Hard",548,21
"2023-01-31","Easy",491,-18
"2023-02-01","Hard",862,11
"2023-02-02","Easy",1036,-21
"2023-02-03","Easy",1108,-18
"2023-02-04","Average",1275,-6
"2023-02-05","Hard",2362,3
"2023-02-06","Average",382,-15
"2023-02-07","Easy",452,-21
"2023-02-08","Easy",606,-20
"2023-02-09","Average",1124,-13
"2023-02-10","Average",1195,-13
"2023-02-11","Hard",1579,12
"2023-02-12","Very Hard",2738,18
"2023-02-13","Average",382,-14
"2023-02-14","Easy",449,-20
"2023-02-15","Average",664,-15
"2023-02-16","Hard",1444,12
"2023-02-17","Average",1261,-8
"2023-02-18","Very Hard",2176,51
"2023-02-19","Very Easy",1654,-29
"2023-02-20","Average",419,-5
"2023-02-21","Very Hard",672,21
"2023-02-22","Easy",641,-18
"2023-02-23","Easy",1100,-17
"2023-02-24","Average",1204,-11
"2023-02-25","Hard",1573,7
"2023-02-26","Average",2252,0
"2023-02-27","Easy",346,-23
"2023-02-28","Average",531,-3
"2023-03-01","Average",714,-7
"2023-03-02","Average",1221,-7
"2023-03-03","Hard",1455,12
"2023-03-04","Very Hard",1849,21
"2023-03-05","Very Easy",1362,-40
"2023-03-06","Hard",452,4
"2023-03-07","Average",525,-1
"2023-03-08","Easy",569,-24
"2023-03-09","Average",1196,-10
"2023-03-10","Average",1225,-11
"2023-03-11","Very Hard",1954,21
"2023-03-12","Easy",1600,-27
"2023-03-13","Average",415,-4
"2023-03-14","Very Hard",667,20
"2023-03-15","Easy",608,-18
"2023-03-16","Very Easy",965,-27
"2023-03-17","Hard",1484,10
"2023-03-18","Average",1573,-3
"2023-03-19","Very Hard",2758,26
"2023-03-20","Average",382,-13
"2023-03-21","Average",530,-7
"2023-03-22","Average",759,0
"2023-03-23","Average",1275,-1
"2023-03-24","Very Easy",982,-28
"2023-03-25","Average",1505,-9
"2023-03-26","Easy",1806,-17
"2023-03-27","Easy",319,-26
"2023-03-28","Easy",443,-22
"2023-03-29","Average",730,0
"2023-03-30","Average",1246,-5
"2023-03-31","Very Hard",2393,72
"2023-04-01","Average",1582,-5
"2023-04-02","Very Hard",2994,34
"2023-04-03","Average",383,-11
"2023-04-04","Very Easy",371,-34
"2023-04-05","Hard",821,9
"2023-04-06","Hard",1415,7
"2023-04-07","Average",1259,-13
"2023-04-08","Very Hard",2225,23
"2023-04-09","Easy",1891,-17
"2023-04-10","Average",373,-12
"2023-04-11","Average",534,-6
"2023-04-12","Hard",808,6
"2023-04-13","Average",1170,-7
"2023-04-14","Average",1187,-16
"2023-04-15","Hard",1912,5
"2023-04-16","Average",2020,-9
"2023-04-17","Average",386,-6
"2023-04-18","Average",525,-5
"2023-04-19","Very Hard",895,17
"2023-04-20","Hard",1479,14
"2023-04-21","Very Easy",1041,-28
"2023-04-22","Hard",2084,9
"2023-04-23","Hard",2445,8
"2023-04-24","Average",354,-14
"2023-04-25","Hard",623,10
"2023-04-26","Hard",891,13
"2023-04-27","Average",1118,-15
"2023-04-28","Hard",1529,9
"2023-04-29","Easy",1509,-19
"2023-04-30","Hard",2521,17
"2023-05-01","Average",388,-4
"2023-05-02","Hard",601,4
"2023-05-03","Hard",942,17
"2023-05-04","Very Hard",1818,36
"2023-05-05","Very Hard",1774,21
"2023-05-06","Very Easy",1195,-35
"2023-05-07","Easy",1754,-22
"2023-05-08","Average",366,-10
"2023-05-09","Very Easy",409,-27
"2023-05-10","Easy",628,-24
"2023-05-11","Average",1254,-10
"2023-05-12","Very Easy",893,-42
"2023-05-13","Very Easy",938,-48
"2023-05-14","Average",2059,-8
"2023-05-15","Average",382,-6
"2023-05-16","Average",465,-15
"2023-05-17","Hard",955,13
"2023-05-18","Hard",1477,7
"2023-05-19","Easy",1109,-22
"2023-05-20","Easy",1353,-21
"2023-05-21","Average",1955,-13
"2023-05-22","Average",371,-8
"2023-05-23","Average",482,-12
"2023-05-24","Very Easy",550,-35
"2023-05-25","Very Easy",960,-31
"2023-05-26","Easy",1165,-19
"2023-05-27","Very Hard",2126,25
"2023-05-28","Very Hard",2749,18
"2023-05-29","Average",357,-8
"2023-05-30","Average",514,-3
"2023-05-31","Very Easy",510,-38
"2023-06-01","Hard",1511,6
"2023-06-02","Very Easy",981,-32
"2023-06-03","Easy",1296,-25
"2023-06-04","Easy",1738,-26
"2023-06-05","Average",374,-5
"2023-06-06","Average",488,-8
"2023-06-07","Very Easy",588,-27
"2023-06-08","Average",1304,-8
"2023-06-09","Very Easy",903,-34
"2023-06-10","Average",1608,-5
"2023-06-11","Average",2100,-11
"2023-06-12","Average",387,-2
"2023-06-13","Very Hard",667,22
"2023-06-14","Easy",661,-17
"2023-06-15","Very Easy",1029,-29
"2023-06-16","Average",1106,-15
"2023-06-17","Hard",1915,10
"2023-06-18","Average",2224,1
"2023-06-19","Average",375,-5
"2023-06-20","Average",477,-15
"2023-06-21","Easy",628,-20
"2023-06-22","Average",1221,-11
"2023-06-23","Easy",1038,-20
"2023-06-24","Average",1585,-5
"2023-06-25","Very Hard",2979,31
"2023-06-26","Average",355,-10
"2023-06-27","Average",539,-4
"2023-06-28","Hard",865,12
"2023-06-29","Average",1291,-5
"2023-06-30","Hard",1260,2
"2023-07-01","Very Easy",916,-47
"2023-07-02","Average",1980,-16
"2023-07-03","Average",332,-16
"2023-07-04","Easy",446,-21
"2023-07-05","Easy",637,-17
"2023-07-06","Very Easy",876,-37
"2023-07-07","Average",1255,-3
"2023-07-08","Very Easy",1003,-35
"2023-07-09","Easy",1689,-27
"2023-07-10","Average",387,-1
"2023-07-11","Hard",639,16
"2023-07-12","Easy",585,-21
"2023-07-13","Average",1295,-5
"2023-07-14","Average",1248,0
"2023-07-15","Hard",1631,9
"2023-07-16","Average",2132,-6
"2023-07-17","Average",370,-4
"2023-07-18","Average",482,-12
"2023-07-19","Average",652,-8
"2023-07-20","Very Hard",1618,18
"2023-07-21","Average",1034,-12
"2023-07-22","Very Hard",2051,27
"2023-07-23","Average",2132,-4
"2023-07-24","Average",374,-4
"2023-07-25","Average",485,-12
"2023-07-26","Easy",527,-25
"2023-07-27","Very Easy",741,-46
"2023-07-28","Average",1199,1
"2023-07-29","Very Hard",2131,27
"2023-07-30","Average",1997,-13
"2023-07-31","Easy",296,-24
"2023-08-01","Average",584,1
"2023-08-02","Average",640,-7
"2023-08-03","Very Hard",1526,18
"2023-08-04","Very Hard",1553,25
"2023-08-05","Easy",1386,-18
"2023-08-06","Average",2153,-7
"2023-08-07","Easy",315,-20
"2023-08-08","Average",507,-10
"2023-08-09","Average",611,-12
"2023-08-10","Hard",1504,12
"2023-08-11","Easy",1018,-20
"2023-08-12","Very Easy",1177,-28
"2023-08-13","Average",2120,-5
"2023-08-14","Hard",409,6
"2023-08-15","Easy",447,-20
"2023-08-16","Very Hard",1007,41
"2023-08-17","Average",1209,-8
"2023-08-18","Average",1173,-6
"2023-08-19","Easy",1343,-17
"2023-08-20","Average",2126,-5
"2023-08-21","Hard",400,3
"2023-08-22","Hard",670,16
"2023-08-23","Average",735,0
"2023-08-24","Average",1157,-13
"2023-08-25","Average",1148,-9
"2023-08-26","Hard",1818,9
"2023-08-27","Easy",1772,-21
"2023-08-28","Average",396,1
"2023-08-29","Average",484,-15
"2023-08-30","Very Hard",1090,38
"2023-08-31","Very Easy",905,-33
"2023-09-01","Average",1109,-13
"2023-09-02","Easy",1282,-19
"2023-09-03","Average",1914,-13
"2023-09-04","Hard",465,17
"2023-09-05","Average",517,-7
"2023-09-06","Very Hard",1080,38
"2023-09-07","Very Easy",717,-43
"2023-09-08","Average",1280,-2
"2023-09-09","Hard",1638,2
"2023-09-10","Average",1997,-5
"2023-09-11","Average",402,0
"2023-09-12","Average",508,-10
"2023-09-13","Hard",947,15
"2023-09-14","Hard",1240,2
"2023-09-15","Average",1265,-4
"2023-09-16","Average",1441,-11
"2023-09-17","Very Easy",1558,-28
"2023-09-18","Average",359,-10
"2023-09-19","Very Hard",750,25
"2023-09-20","Easy",691,-18
"2023-09-21","Average",1248,-2
"2023-09-22","Easy",951,-25
"2023-09-23","Average",1545,-6
"2023-09-24","Average",2040,-4
"2023-09-25","Average",365,-8
"2023-09-26","Average",475,-16
"2023-09-27","Easy",635,-23
"2023-09-28","Easy",919,-24
"2023-09-29","Easy",991,-19
"2023-09-30","Easy",1349,-20
"2023-10-01","Average",1911,-10
"2023-10-02","Average",408,0
"2023-10-03","Average",527,-8
"2023-10-04","Very Hard",1075,25
"2023-10-05","Average",1109,-6
"2023-10-06","Average",1252,0
"2023-10-07","Average",1631,0
"2023-10-08","Average",1912,-9
"2023-10-09","Average",366,-9
"2023-10-10","Very Easy",356,-38
"2023-10-11","Easy",699,-22
"2023-10-12","Very Hard",1748,43
"2023-10-13","Easy",1010,-17
"2023-10-14","Very Hard",1884,18
"2023-10-15","Hard",2307,11
"2023-10-16","Easy",336,-17
"2023-10-17","Hard",643,12
"2023-10-18","Easy",694,-21
"2023-10-19","Very Hard",1641,28
"2023-10-20","Average",1126,-3
"2023-10-21","Average",1392,-13
"2023-10-22","Hard",2212,7
"2023-10-23","Average",369,-10
"2023-10-24","Average",542,-4
"2023-10-25","Average",902,-4
"2023-10-26","Average",1103,-12
"2023-10-27","Average",1056,-11
"2023-10-28","Hard",1905,17
"2023-10-29","Easy",1752,-17
"2023-10-30","Average",355,-13
"2023-10-31","Average",488,-14
"2023-11-01","Hard",1068,16
"2023-11-02","Very Easy",732,-43
"2023-11-03","Average",1183,-2
"2023-11-04","Hard",1902,10
"2023-11-05","Average",1847,-9
"2023-11-06","Hard",468,15
"2023-11-07","Average",492,-13
